"scenario_id","residual_loss"
"sha256:ff2d3-r2j-00344","29950.351067290932"
"sha256:ff2d3-r2j-00345","8700.963283883146"
"sha256:ff2d3-r2j-00346","-8261.037450345364"
"sha256:ff2d3-r2j-00347","13549.665098201993"
"sha256:ff2d3-r2j-00348","23787.03561373392"
"sha256:ff2d3-r2j-00349","43100.1806657435"
"sha256:ff2d3-r2j-00350","29950.351067290932"
"sha256:ff2d3-r2j-00351","37571.07548046518"
"sha256:ff2d3-r2j-00352","32617.780210738616"
"sha256:ff2d3-r2j-00353","29950.351067290932"
"sha256:ff2d3-r2j-00354","33266.96180076548"
"sha256:ff2d3-r2j-00355","-5966.911283548499"
"sha256:ff2d3-r2j-00356","29950.351067290932"
"sha256:ff2d3-r2j-00357","29950.351067290932"
"sha256:ff2d3-r2j-00358","42343.0429395228"
"sha256:ff2d3-r2j-00359","46790.78231405893"
"sha256:ff2d3-r2j-00360","29950.351067290932"
"sha256:ff2d3-r2j-00361","29950.351067290932"
"sha256:ff2d3-r2j-00362","40581.818633639006"
"sha256:ff2d3-r2j-00363","15253.331313326518"
"sha256:ff2d3-r2j-00364","29950.351067290932"
"sha256:ff2d3-r2j-00365","47359.69791425424"
"sha256:ff2d3-r2j-00366","27667.262967159513"
"sha256:ff2d3-r2j-00367","9596.466257992026"
"sha256:ff2d3-r2j-00368","57276.704321514946"
"sha256:ff2d3-r2j-00369","79242.05989660288"
"sha256:ff2d3-r2j-00370","38745.1300067103"
"sha256:ff2d3-r2j-00371","22775.305584681184"
"sha256:ff2d3-r2j-00372","24688.480151522293"
"sha256:ff2d3-r2j-00373","28889.115535885096"
"sha256:ff2d3-r2j-00374","44147.37535314585"
"sha256:ff2d3-r2j-00375","39033.73568568979"
"sha256:ff2d3-r2j-00376","13206.012693813569"
"sha256:ff2d3-r2j-00377","29950.351067290932"
"sha256:ff2d3-r2j-00378","14438.330131067902"
"sha256:ff2d3-r2j-00379","26084.564995491084"
"sha256:ff2d3-r2j-00380","-2976.689977762362"
"sha256:ff2d3-r2j-00381","5986.257792306002"
"sha256:ff2d3-r2j-00382","20643.762533687837"
"sha256:ff2d3-r2j-00383","15927.842832215363"
"sha256:ff2d3-r2j-00384","14339.822868746429"
"sha256:ff2d3-r2j-00385","64102.279803048186"
"sha256:ff2d3-r2j-00386","35633.46644892221"
"sha256:ff2d3-r2j-00387","16314.083023133331"
"sha256:ff2d3-r2j-00388","31635.59321259409"
"sha256:ff2d3-r2j-00389","17554.808260030608"
"sha256:ff2d3-r2j-00390","31123.589429978998"
"sha256:ff2d3-r2j-00391","20687.348420772796"
"sha256:ff2d3-r2j-00392","26337.86523937631"
"sha256:ff2d3-r2j-00393","32188.22872187353"
"sha256:ff2d3-r2j-00394","26832.608042476895"
"sha256:ff2d3-r2j-00395","-11056.067922672024"
